song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q
ML71,MoodyLyrics,Free,Zac Brown Band,,,,,,relaxed,positive
ML72,MoodyLyrics,Tell Me You Get Lonely,Frankie Ballard,,,,,,sad,negative
ML73,MoodyLyrics,The Way You Love Me,Faith Hill,,,,,,happy,positive
ML74,MoodyLyrics,Home,Blake Shelton,,,,,,relaxed,positive
ML75,MoodyLyrics,Your Man,Josh Turner,,,,,,relaxed,positive
ML76,MoodyLyrics,Welcome To My Nightmare,Alice Cooper,,,,,,angry,negative
ML77,MoodyLyrics,Rock And Roll,Led Zeppelin,,,,,,sad,negative
ML78,MoodyLyrics,I Hate Myself For Loving You,Joan Jett & The Blackhearts,,,,,,angry,negative
ML79,MoodyLyrics,Lie To Me,Jonny Lang,,,,,,angry,negative
ML80,MoodyLyrics,Love Her Madly,The Doors,,,,,,happy,positive
ML81,MoodyLyrics,Cocaine,Eric Clapton,,,,,,angry,negative
ML82,MoodyLyrics,Smoking Gun,Robert Cray,,,,,,angry,negative
ML83,MoodyLyrics,Somebody To Love,Jefferson Airplane,,,,,,happy,positive
ML84,MoodyLyrics,Bloody Well Right,Supertramp,,,,,,angry,negative
ML85,MoodyLyrics,Cat Scratch Fever,Ted Nugent,,,,,,sad,negative
ML86,MoodyLyrics,No More Mr. Nice Guy,Alice Cooper,,,,,,sad,negative
ML87,MoodyLyrics,Heart Of Gold,Neil Young,,,,,,happy,positive
ML88,MoodyLyrics,Let Me Take You Home Tonight,Boston,,,,,,relaxed,positive
ML89,MoodyLyrics,Still Loving You,Scorpions,,,,,,happy,positive
ML90,MoodyLyrics,Light My Fire,The Doors,,,,,,angry,negative
ML91,MoodyLyrics,Don't Tell Me You Love Me,Night Ranger,,,,,,happy,positive
ML92,MoodyLyrics,That Smell,Lynyrd Skynyrd,,,,,,sad,negative
ML93,MoodyLyrics,Hit Me With Your Best Shot,Pat Benatar,,,,,,angry,negative
ML94,MoodyLyrics,Paradise City,Guns N' Roses,,,,,,relaxed,positive
ML95,MoodyLyrics,I've Seen All Good People,Yes,,,,,,relaxed,positive
ML96,MoodyLyrics,Home Sweet Home,Motley Crue,,,,,,relaxed,positive
ML97,MoodyLyrics,You Got That Right,Lynyrd Skynyrd,,,,,,angry,negative
ML98,MoodyLyrics,Feel Like Makin' Love,Bad Company,,,,,,happy,positive
ML99,MoodyLyrics,Locomotive Breath,Jethro Tull,,,,,,sad,negative
ML100,MoodyLyrics,Can't Get Enough,Bad Company,,,,,,happy,positive
ML101,MoodyLyrics,Love Reign O'er Me,The Who,,,,,,relaxed,positive
ML102,MoodyLyrics,In The Dark,Billy Squier,,,,,,sad,negative
ML103,MoodyLyrics,One Of These Days,Pink Floyd,,,,,,sad,negative
ML104,MoodyLyrics,Runnin' With The Devil,Van Halen,,,,,,angry,negative
ML105,MoodyLyrics,Fame,David Bowie,,,,,,happy,positive
ML106,MoodyLyrics,Undercover Lover,Three Plus,,,,,,relaxed,positive
ML107,MoodyLyrics,Honey Baby,Three Plus,,,,,,relaxed,positive
ML108,MoodyLyrics,Two Person Party,Three Plus,,,,,,relaxed,positive
ML109,MoodyLyrics,Easy Skanking,Bob Marley & The Wailers,,,,,,relaxed,positive
ML110,MoodyLyrics,Private Beach Party,Gregory Isaacs,,,,,,happy,positive
ML111,MoodyLyrics,Anything You Want,Fiji,,,,,,relaxed,positive
ML112,MoodyLyrics,Hell Fire,Ooklah The Moc,,,,,,angry,negative
ML113,MoodyLyrics,Angel ,Shaggy,,,,,,relaxed,positive
ML114,MoodyLyrics,I'm Still In Love With You ,Sean Paul,,,,,,happy,positive
ML115,MoodyLyrics,Good Vibrations,The Beach Boys,,,,,,relaxed,positive
ML116,MoodyLyrics,Still The One,Orleans,,,,,,happy,positive
ML117,MoodyLyrics,Every Time I Think Of You,The Babys,,,,,,happy,positive
ML118,MoodyLyrics,The One I Love,R.E.M.,,,,,,angry,negative
ML119,MoodyLyrics,Lovesong,The Cure,,,,,,happy,positive
ML120,MoodyLyrics,Walking On Broken Glass,Annie Lennox,,,,,,sad,negative
ML121,MoodyLyrics,Tainted Love,Soft Cell,,,,,,happy,positive
ML122,MoodyLyrics,Again,Lenny Kravitz,,,,,,happy,positive
ML123,MoodyLyrics,Time After Time,Cyndi Lauper,,,,,,sad,negative
ML124,MoodyLyrics,Rock Me Amadeus,Falco,,,,,,angry,negative
ML125,MoodyLyrics,Saved By Zero,The Fixx,,,,,,happy,positive
ML126,MoodyLyrics,Living Inside Myself,Gino Vannelli,,,,,,angry,negative
ML127,MoodyLyrics,Respect,Aretha Franklin,,,,,,relaxed,positive
ML128,MoodyLyrics,I'm The Only One,Melissa Etheridge,,,,,,angry,negative
ML129,MoodyLyrics,Go Your Own Way,Fleetwood Mac,,,,,,sad,negative
ML130,MoodyLyrics,Rock Me Gently,Andy Kim,,,,,,relaxed,positive
ML131,MoodyLyrics,Lonely Days,The Bee Gees,,,,,,sad,negative
ML132,MoodyLyrics,Passion,Rod Stewart,,,,,,happy,positive
ML133,MoodyLyrics,Pride ,U2,,,,,,happy,positive
ML134,MoodyLyrics,Nasty,Janet Jackson,,,,,,sad,negative
ML135,MoodyLyrics,What Is Love?,Howard Jones,,,,,,happy,positive
ML136,MoodyLyrics,A Change Would Do You Good,Sheryl Crow,,,,,,relaxed,positive
ML137,MoodyLyrics,King For A Day,The Thompson Twins,,,,,,happy,positive
ML138,MoodyLyrics,Second Chance,.38 Special,,,,,,happy,positive
ML139,MoodyLyrics,Strangelove,Depeche Mode,,,,,,angry,negative
ML140,MoodyLyrics,Too Shy,Kajagoogoo,,,,,,sad,negative
ML141,MoodyLyrics,Money ,The Flying Lizards,,,,,,happy,positive
ML142,MoodyLyrics,Danger Zone,Kenny Loggins,,,,,,angry,negative
ML143,MoodyLyrics,Think I'm In Love,Eddie Money,,,,,,happy,positive
ML144,MoodyLyrics,Bad Girls,Donna Summer,,,,,,sad,negative
ML145,MoodyLyrics,Authority Song,John Cougar Mellencamp,,,,,,angry,negative
ML146,MoodyLyrics,Janie's Got A Gun,Aerosmith,,,,,,angry,negative
ML147,MoodyLyrics,Only The Lonely,The Motels,,,,,,sad,negative
ML148,MoodyLyrics,War,Edwin Starr,,,,,,angry,negative
ML149,MoodyLyrics,Love Song,Tesla,,,,,,happy,positive
ML150,MoodyLyrics,Lonely Boy,Andrew Gold,,,,,,sad,negative
ML151,MoodyLyrics,Angel,Madonna,,,,,,relaxed,positive
ML152,MoodyLyrics,I Don't Want Your Love,Duran Duran,,,,,,happy,positive
ML153,MoodyLyrics,More Than Words Can Say,Alias,,,,,,relaxed,positive
ML154,MoodyLyrics,Is It Love,Mr. Mister,,,,,,happy,positive
ML155,MoodyLyrics,I'm Too Sexy,Right Said Fred,,,,,,happy,positive
ML156,MoodyLyrics,Lonely Ol' Night,John Mellencamp,,,,,,sad,negative
ML157,MoodyLyrics,Whenever I Call You Friend ,Kenny Loggins,,,,,,happy,positive
ML158,MoodyLyrics,Fire,The Pointer Sisters,,,,,,angry,negative
ML159,MoodyLyrics,A View To A Kill,Duran Duran,,,,,,angry,negative
ML160,MoodyLyrics,Diamond Girl,Seals & Crofts,,,,,,relaxed,positive
ML161,MoodyLyrics,Just Between You And Me,April Wine,,,,,,happy,positive
ML162,MoodyLyrics,My Love,Paul McCartney & Wings,,,,,,happy,positive
ML163,MoodyLyrics,I'm Like A Bird,Nelly Furtado,,,,,,relaxed,positive
ML164,MoodyLyrics,Can't Buy Me Love,The Beatles,,,,,,happy,positive
ML165,MoodyLyrics,Kiss Me Deadly,Lita Ford,,,,,,happy,positive
ML166,MoodyLyrics,Disco Inferno,The Trammps,,,,,,angry,negative
ML167,MoodyLyrics,This Fire Burns,Killswitch Engage,,,,,,angry,negative
ML168,MoodyLyrics,Lip Gloss And Black,Atreyu,,,,,,angry,negative
ML169,MoodyLyrics,Burn,Alkaline Trio,,,,,,angry,negative
ML170,MoodyLyrics,Lifewar,Demon Hunter,,,,,,angry,negative
ML171,MoodyLyrics,Bandages,Hot Hot Heat,,,,,,sad,negative
ML172,MoodyLyrics,Love You More,Buzzcocks,,,,,,happy,positive
ML173,MoodyLyrics,Ring Of Fire,Social Distortion,,,,,,angry,negative
ML174,MoodyLyrics,Sick And Sad,Streetlight Manifesto,,,,,,sad,negative
ML175,MoodyLyrics,The Fire,Reel Big Fish,,,,,,angry,negative
ML176,MoodyLyrics,Take A Look Around,Limp Bizkit,,,,,,angry,negative
ML177,MoodyLyrics,The Bravest Kids,Rancid,,,,,,angry,negative
ML178,MoodyLyrics,White Riot,The Clash,,,,,,angry,negative
ML179,MoodyLyrics,Over The Rainbow,Me First & The Gimme Gimmes,,,,,,relaxed,positive
ML180,MoodyLyrics,Uphold Me,The Winans,,,,,,happy,positive
ML181,MoodyLyrics,We Fall Down,Donnie McClurkin,,,,,,sad,negative
ML182,MoodyLyrics,God Has Not 4got,Tonex,,,,,,happy,positive
ML183,MoodyLyrics,My Name Is Victory ,Jonathan Nelson,,,,,,happy,positive
ML184,MoodyLyrics,Joy Of The Lord,Tamela Mann,,,,,,happy,positive
ML185,MoodyLyrics,Waging War,CeCe Winans,,,,,,angry,negative
ML186,MoodyLyrics,Peace,Juanita Bynum,,,,,,relaxed,positive
ML187,MoodyLyrics,Desire Of My Heart,Vanessa Bell Armstrong,,,,,,happy,positive
ML188,MoodyLyrics,The Thrill Is Gone,B.B. King,,,,,,happy,positive
ML189,MoodyLyrics,Moments In Love,The Art Of Noise,,,,,,happy,positive
ML190,MoodyLyrics,Chasing Pirates,Norah Jones,,,,,,sad,negative
ML191,MoodyLyrics,Never As Good As The First Time,Sade,,,,,,relaxed,positive
ML192,MoodyLyrics,Through The Fire,Chaka Khan,,,,,,angry,negative
ML193,MoodyLyrics,Fallin',Alicia Keys,,,,,,happy,positive
ML194,MoodyLyrics,I Couldn't Love You More,Sade,,,,,,happy,positive
ML195,MoodyLyrics,It's Probably Me,Sting,,,,,,angry,negative
ML196,MoodyLyrics,What You Won't Do For Love,Go West,,,,,,happy,positive
ML197,MoodyLyrics,Lost Without U,Robin Thicke,,,,,,happy,positive
ML198,MoodyLyrics,No Ordinary Love,Sade,,,,,,happy,positive
ML199,MoodyLyrics,Any Love,Luther Vandross,,,,,,happy,positive
ML200,MoodyLyrics,Kiss Of Life,Sade,,,,,,happy,positive
ML201,MoodyLyrics,Lucky ,Jason Mraz,,,,,,happy,positive
ML202,MoodyLyrics,What A Wonderful World ,Kenny G,,,,,,relaxed,positive
ML203,MoodyLyrics,What You Won't Do For Love,Bobby Caldwell,,,,,,happy,positive
ML204,MoodyLyrics,Crash Into Me,Dave Matthews Band,,,,,,angry,negative
ML205,MoodyLyrics,Home,Michael Buble,,,,,,relaxed,positive
ML206,MoodyLyrics,Same Ole Love ,Anita Baker,,,,,,happy,positive
ML207,MoodyLyrics,Caribbean Blue,Enya,,,,,,relaxed,positive
ML208,MoodyLyrics,This Will Be,Natalie Cole,,,,,,happy,positive
ML209,MoodyLyrics,Scream,Avenged Sevenfold,,,,,,angry,negative
ML210,MoodyLyrics,Holier Than Thou,Metallica,,,,,,sad,negative
ML211,MoodyLyrics,Take Back The Fear,Hail The Villain,,,,,,angry,negative
ML212,MoodyLyrics,Street Fighter ,Sick Puppies,,,,,,angry,negative
ML213,MoodyLyrics,I'm So Sick,Flyleaf,,,,,,sad,negative
ML214,MoodyLyrics,You Know You're Right,Nirvana,,,,,,angry,negative
ML215,MoodyLyrics,Home,Three Days Grace,,,,,,relaxed,positive
ML216,MoodyLyrics,Animal I Have Become,Three Days Grace,,,,,,angry,negative
ML217,MoodyLyrics,Until The End,Breaking Benjamin,,,,,,angry,negative
ML218,MoodyLyrics,The Game,Disturbed,,,,,,angry,negative
ML219,MoodyLyrics,Seek And Destroy,Metallica,,,,,,angry,negative
ML220,MoodyLyrics,Death Of Me,Red,,,,,,sad,negative
ML221,MoodyLyrics,Breathe,The Prodigy,,,,,,angry,negative
ML222,MoodyLyrics,Disarm,Smashing Pumpkins,,,,,,angry,negative
ML223,MoodyLyrics,Rusty Cage,Soundgarden,,,,,,sad,negative
ML224,MoodyLyrics,Tomorrow,Silverchair,,,,,,sad,negative
ML226,MoodyLyrics,Dirty Picture ,Taio Cruz,,,,,,sad,negative
ML227,MoodyLyrics,That's How I Go ,Baby Bash,,,,,,relaxed,positive
ML228,MoodyLyrics,Cyclone ,Baby Bash,,,,,,angry,negative
ML229,MoodyLyrics,Fantasy Girl ,Baby Bash,,,,,,relaxed,positive
ML230,MoodyLyrics,Since I Met You Baby,Ivory Joe Hunter,,,,,,happy,positive
ML231,MoodyLyrics,I Will Always Love You,Whitney Houston,,,,,,happy,positive
ML232,MoodyLyrics,Party Like A Rock Star,Shop Boyz,,,,,,happy,positive
ML233,MoodyLyrics,LoveGame,Lady Gaga,,,,,,happy,positive
ML234,MoodyLyrics,Real Love,Mary J. Blige,,,,,,happy,positive
ML235,MoodyLyrics,Ridin ,Chamillionaire,,,,,,sad,negative
ML236,MoodyLyrics,Nobody ,Keith Sweat,,,,,,happy,positive
ML237,MoodyLyrics,Slow Motion ,Juvenile,,,,,,sad,negative
ML238,MoodyLyrics,What Love Has Joined Together,Mary Wells,,,,,,happy,positive
ML239,MoodyLyrics,Me Encantaria,Fidel Rueda,,,,,,sad,negative
ML240,MoodyLyrics,No Me Conoces Aun,Palomo,,,,,,sad,negative
ML241,MoodyLyrics,La Cumbia Del Rio,Los Pikadientes De Caborca,,,,,,sad,negative
ML242,MoodyLyrics,Volvere,K-Paz De La Sierra,,,,,,sad,negative
ML243,MoodyLyrics,Cuatro Espadas,Chalino Sanchez,,,,,,sad,negative
ML244,MoodyLyrics,Pena Tras Pena,Banda El Recodo,,,,,,sad,negative
ML245,MoodyLyrics,Las Tres Tumbas,Los Cadetes De Linares,,,,,,sad,negative
ML246,MoodyLyrics,Al Otro Lado Del Sol,Los Temerarios,,,,,,sad,negative
ML247,MoodyLyrics,Baraja De Oro ,Chalino Sanchez,,,,,,sad,negative
ML248,MoodyLyrics,Love Your Love The Most,Eric Church,,,,,,happy,positive
ML249,MoodyLyrics,It's Your Love ,Tim McGraw,,,,,,happy,positive
ML250,MoodyLyrics,Hunger Strike,Temple Of The Dog,,,,,,sad,negative
ML252,MoodyLyrics,Candy Rain,Soul For Real,,,,,,relaxed,positive
ML253,MoodyLyrics,Sex Music,Tank,,,,,,happy,positive
ML254,MoodyLyrics,This Is How We Know,Matt Redman,,,,,,happy,positive
ML255,MoodyLyrics,Just The Way I Am,Big Daddy Weave,,,,,,happy,positive
ML256,MoodyLyrics,All The World,Point Of Grace,,,,,,relaxed,positive
ML257,MoodyLyrics,All About Love,Steven Curtis Chapman,,,,,,happy,positive
ML258,MoodyLyrics,Our God,Chris Tomlin,,,,,,happy,positive
ML259,MoodyLyrics,Not Home Yet,Steven Curtis Chapman,,,,,,relaxed,positive
ML260,MoodyLyrics,Kiss You Back,Digital Underground,,,,,,happy,positive
ML261,MoodyLyrics,Bang Bang Bang ,Mark Ronson,,,,,,sad,negative
ML262,MoodyLyrics,I Hung My Head,Sting,,,,,,sad,negative
ML263,MoodyLyrics,Big Love,Carrie Rodriguez,,,,,,happy,positive
ML264,MoodyLyrics,The One I Love Is Gone,The Secret Sisters,,,,,,relaxed,positive
ML265,MoodyLyrics,Family Tree,Shelby Lynne,,,,,,sad,negative
ML266,MoodyLyrics,Foolish,Ra Ra Riot,,,,,,sad,negative
ML267,MoodyLyrics,Sunset,Nitin Sawhney,,,,,,relaxed,positive
ML268,MoodyLyrics,You Can Have Me,Sidewalk Prophets,,,,,,happy,positive
ML269,MoodyLyrics,Song Of Love,Rebecca St. James,,,,,,happy,positive
ML270,MoodyLyrics,My Savior My God,Aaron Shust,,,,,,happy,positive
ML271,MoodyLyrics,Beautiful One,By The Tree,,,,,,happy,positive
ML272,MoodyLyrics,Before The Morning,Josh Wilson,,,,,,angry,negative
ML273,MoodyLyrics,Give Me Words To Speak,Aaron Shust,,,,,,relaxed,positive
ML274,MoodyLyrics,Take You Back,Jeremy Camp,,,,,,angry,negative
ML275,MoodyLyrics,Beautiful One,Jeremy Camp,,,,,,happy,positive
ML276,MoodyLyrics,Awesome God,Rich Mullins,,,,,,happy,positive
ML277,MoodyLyrics,God Of Wonders,City On A Hill,,,,,,relaxed,positive
ML278,MoodyLyrics,Friend Of God,"Phillips, Craig & Dean",,,,,,happy,positive
ML279,MoodyLyrics,I've Always Loved You,Third Day,,,,,,happy,positive
ML280,MoodyLyrics,I Believe ,Building 429,,,,,,happy,positive
ML281,MoodyLyrics,Love Can,DecembeRadio,,,,,,happy,positive
ML282,MoodyLyrics,Testify To Love,Avalon,,,,,,relaxed,positive
ML283,MoodyLyrics,I Could Sing Of Your Love Forever,Sonicflood,,,,,,happy,positive
ML284,MoodyLyrics,Time After Time ,Nichole Nordeman,,,,,,sad,negative
ML285,MoodyLyrics,Si No Te Hubieras Ido,Marco Antonio Solis,,,,,,sad,negative
ML286,MoodyLyrics,Que Nadie Sepa Mi Sufrir,La Sonora Dinamita,,,,,,sad,negative
ML287,MoodyLyrics,Por Estar Pensando En Ti,Grupo Bryndis,,,,,,sad,negative
ML288,MoodyLyrics,Pero Que Necesidad,Juan Gabriel,,,,,,sad,negative
ML289,MoodyLyrics,Oficialmente Loco,Bronco,,,,,,sad,negative
ML290,MoodyLyrics,El Solitario,Los Pasteles Verdes,,,,,,sad,negative
ML291,MoodyLyrics,Bandido,Ana Barbara,,,,,,sad,negative
ML292,MoodyLyrics,Rumores ,Joan Sebastian,,,,,,sad,negative
ML293,MoodyLyrics,Lo Dudo,Jose Jose,,,,,,sad,negative
ML294,MoodyLyrics,Te Amo,Los Mier,,,,,,sad,negative
ML295,MoodyLyrics,Tarde O Temprano,Camilo Sesto,,,,,,sad,negative
ML296,MoodyLyrics,Amor En Silencio,Marco Antonio Solis,,,,,,sad,negative
ML297,MoodyLyrics,El Rey,Vicente Fernandez,,,,,,sad,negative
ML298,MoodyLyrics,Vestido Mojado,Los Humildes,,,,,,sad,negative
ML299,MoodyLyrics,Que Mala,Los Bukis,,,,,,sad,negative
ML300,MoodyLyrics,El Perdedor,Joan Sebastian,,,,,,sad,negative
ML301,MoodyLyrics,Me Estoy Enamorando,La Mafia,,,,,,sad,negative
ML302,MoodyLyrics,Al Gato Y Al Raton,Banda Machos,,,,,,sad,negative
ML303,MoodyLyrics,Sentimental,Joan Sebastian,,,,,,sad,negative
ML304,MoodyLyrics,Baraja De Oro,Palomo,,,,,,sad,negative
ML305,MoodyLyrics,Night Fever,The Bee Gees,,,,,,sad,negative
ML306,MoodyLyrics,It's Gonna Take A Miracle,Deniece Williams,,,,,,happy,positive
ML307,MoodyLyrics,Silly Love Songs,Wings,,,,,,happy,positive
ML308,MoodyLyrics,This Kiss,Faith Hill,,,,,,happy,positive
ML309,MoodyLyrics,Kiss On My List,Daryl Hall & John Oates,,,,,,happy,positive
ML310,MoodyLyrics,My Heart Will Go On,Celine Dion,,,,,,happy,positive
ML311,MoodyLyrics,Believe,Cher,,,,,,happy,positive
ML312,MoodyLyrics,I Want It That Way,Backstreet Boys,,,,,,angry,negative
ML313,MoodyLyrics,On Fire,Lil Wayne,,,,,,angry,negative
ML314,MoodyLyrics,All The Lovers,Kylie,,,,,,angry,negative
ML315,MoodyLyrics,Don't Turn The Lights On,Chromeo,,,,,,sad,negative
ML316,MoodyLyrics,In A Dream,Rockell,,,,,,happy,positive
ML317,MoodyLyrics,From Paris To Berlin,Infernal,,,,,,happy,positive
ML318,MoodyLyrics,Everyday Is Halloween,Ministry,,,,,,angry,negative
ML319,MoodyLyrics,Fire,Ferry Corsten,,,,,,angry,negative
ML320,MoodyLyrics,Rise Up,Yves Larock,,,,,,relaxed,positive
ML321,MoodyLyrics,Love Me Right ,Angel City,,,,,,happy,positive
ML322,MoodyLyrics,Bless Me Indeed,MercyMe,,,,,,relaxed,positive
ML323,MoodyLyrics,Watch Over Me,Aaron Shust,,,,,,sad,negative
ML324,MoodyLyrics,Song To The King,Pocket Full Of Rocks,,,,,,happy,positive
ML325,MoodyLyrics,Never Look Away,The Museum,,,,,,angry,negative
ML326,MoodyLyrics,Love Never Fails,Brandon Heath,,,,,,happy,positive
ML327,MoodyLyrics,I'll Love You So,Above The Golden State,,,,,,happy,positive
ML328,MoodyLyrics,They'll Know We Are Christians By Our Love,Jars Of Clay,,,,,,happy,positive
ML329,MoodyLyrics,Love Has Come,Mark Schultz,,,,,,happy,positive
ML330,MoodyLyrics,Song Of Hope ,Robbie Seay Band,,,,,,happy,positive
ML331,MoodyLyrics,Sometimes,Matt Brouwer,,,,,,angry,negative
ML332,MoodyLyrics,I Believe,Third Day,,,,,,happy,positive
ML333,MoodyLyrics,Glory To God Forever,Fee,,,,,,happy,positive
ML334,MoodyLyrics,Somebody Already Broke My Heart,Sade,,,,,,angry,negative
ML336,MoodyLyrics,Another Day In Paradise,Phil Collins,,,,,,relaxed,positive
ML337,MoodyLyrics,So Strong,Jonathan Butler,,,,,,happy,positive
ML338,MoodyLyrics,Lovefool,The Cardigans,,,,,,happy,positive
ML339,MoodyLyrics,Start A Fire,Ryan Star,,,,,,angry,negative
ML340,MoodyLyrics,Hunter,Dido,,,,,,relaxed,positive
ML341,MoodyLyrics,Shiny Happy People,R.E.M.,,,,,,happy,positive
ML342,MoodyLyrics,My Immortal,Evanescence,,,,,,angry,negative
ML343,MoodyLyrics,All You Wanted,Michelle Branch,,,,,,sad,negative
ML344,MoodyLyrics,You Wanted More,Tonic,,,,,,happy,positive
ML345,MoodyLyrics,Rescue Me,Fontella Bass,,,,,,happy,positive
ML346,MoodyLyrics,Wouldn't It Be Nice,The Beach Boys,,,,,,relaxed,positive
ML347,MoodyLyrics,An Old Fashioned Love Song,Three Dog Night,,,,,,happy,positive
ML348,MoodyLyrics,Here Comes The Sun,The Beatles,,,,,,relaxed,positive
ML349,MoodyLyrics,Uptown Girl,Billy Joel,,,,,,relaxed,positive
ML350,MoodyLyrics,Love Me Do ,The Beatles,,,,,,happy,positive
ML351,MoodyLyrics,In My Life,The Beatles,,,,,,happy,positive
ML352,MoodyLyrics,All You Need Is Love,The Beatles,,,,,,happy,positive
ML353,MoodyLyrics,I Can See Clearly Now,Johnny Nash,,,,,,relaxed,positive
