song_id,dataset,title,artist,genre,arousal_mean,arousal_std,valence_mean,valence_std,emotion_4Q,emotion_2Q,lyrics,language
ML878,MoodyLyrics,Lindisfarne I,James Blake,Electronic,,,,,sad,negative,[Chorus] Kestrels breed Looking farther than I can see Without tact to read She'd take a shine to me Beacon don't fly too high Beacon don't fly too high  [Verse 1] For all your time Playful crime in rain Worth it being cold Roofing for the lanes A lesson lost again A lesson lost again  [Verse 2] Cute but I'll take the bus With fees and favours gone Cracks in savers pass And a white that sometimes shone Wanton borrowed gun Wanton borrowed gun  [Chorus] Kestrels breed Looking farther than I can see Without tact to read She'd take a shine to me Beacon don't fly too high Beacon don't fly too high,en
ML879,MoodyLyrics,Wet Wings,Dan Deacon,Electronic,,,,,sad,negative,The day is past and gone The hour of death is near,en
ML880,MoodyLyrics,Save Your Love For Me,Jane Monheit,,,,,,happy,positive,Wish I knew Why I'm so in love with you No one else in this world will do Darling please save your love for me  Run away If I were wise I'd run away But like a fool I stay And pray you'll aave your love for me  I can feel it Even when you're not here Can't conceal it I really love you my dear And though I know no good Can come from loving you I can't do a thing I'm so in love with you  So darling Help me please Have mercy on a fool like me I'm so unwise but still I plead Darling please save you love for me  I can feel it Even when you're not here Can't conceal it I really love you my dear And though I know no good Can come from loving you I can't do a thing I'm so in love with you  So darling help me please Have mercy on a fool like me I know I'm lost but stll I plead Darling please save your love for me  You can have fun with the crowd But for crying out loud Darling please save your love for me,en
ML881,MoodyLyrics,Warrant,Foster The People,Rock,,,,,angry,negative,"[Instrumental Intro]  [Verse 1] Well, I've been judged, I've been a bug unknown I know all about it, but my heart is strong I've been away, been running to save my head Yeah, the warrant's out and I'm almost dead I won't say what I've already said  [Chorus] Got to get away, yeah, the warrant's on my head Got to get away, they want me alive or dead Got to get away, yeah, the warrant's on my head Got to get away 'cause they want me alive or dead  [Verse 2] I've thought a lot about the way that they fight Come through the phone lines, not man enough to face me I can't stop or argue about what they say Yeah, the warrant's out and I'm not gonna pay I said what I'm gonna say  [Chorus] Got to get away, yeah, the warrant's on my head Got to get away, they want me alive or dead Got to get away, yeah, the warrant's on my head Got to get away 'cause they want me alive or dead  [Bridge] Fear is like a fake friend It warms you up and takes you in You mouth the words but no sound comes out And fear is like your best friend Manipulates and takes you in You mouth the words, no sound again But you don't know better, you don't know better  [Chorus] Got to get away, yeah, the warrant's on my head Got to get away, they want me alive or dead Got to get away, yeah, the warrant's on my head Got to get away 'cause they want me alive or dead Got to get away, yeah, the warrant's on my head Got to get away, they want me alive or dead Got to get away, yeah, the warrant's on my head Got to get away 'cause they want me alive or dead",en
ML882,MoodyLyrics,I'm Leaving You Because I Don't Love You,Jens Lekman,Pop,,,,,happy,positive,"[Chorus] I am leaving you because I don't love you I am leaving you because I don't love you  [Verse 1] Oh, it's the knowledge, it's the knowledge, it's the knowledge of future clarity That makes my voice tremble with greater dignity  [Chorus] I am leaving you because I don't love you I am leaving you because I don't love you  [Verse 2] I'm sorry I have to be this brutally, honestly cold But my excuses were babies of snow that I just could not hold  [Refrain] So you pick up your asthma inhaler and put it 'gainst your lips Oh, those lips I've loved, that I was dreaming of They're still red and soft, I'm so sorry I couldn't love you enough I'm so sorry I couldn't love you enough I'm so sorry  [Chorus] But I'm leaving you because I don't love you I am leaving you because I don't love you  [Refrain] So you pick up your asthma inhaler and put it 'gainst your lips Oh, those lips I've loved, that I was dreaming of They're still red and soft, I'm so sorry I couldn't love you enough So sorry I couldn't love you enough I'm so sorry",en
ML883,MoodyLyrics,Sycamore,Bill Callahan,,,,,,angry,negative,"[Verse 1] There's sap in the trees if you tap 'em There's blood on the seas if you map 'em Christian, if you see your papa, tell him I love him He taught me to love in the wild and fight in the gym He taught me the bottle gives birth to the cup And you won't get hurt if you just keep your hands up And stand tall  [Chorus] Like sycamores Like sycamores Like sycamores  [Verse 2] Sycamore got to grow down to grow up Young roots toil the soil like baby's first cup And when they bend you in two And say too green for the fire When all you want to do is be a part of the fire All you want to do is be the fire part of fire  [Chorus] Like sycamores Like sycamores Like sycamores  [Verse 3] There's sap in the trees if you tap 'em There's blood on the seas if you map 'em Christian, when I see your papa, I'll tell him you love him And remember to love in the wild and fight in the gym Remember the bottle gives birth to the cup And you won't get hurt if you just keep your hands up And stand tall  [Chorus] Like sycamores Like sycamores Like sycamores",en
ML884,MoodyLyrics,Civilian,Wye Oak,Pop,,,,,relaxed,positive,[Verse 1] I am nothing without pretend I know my thoughts Can't live with them I am nothing without a man I know my faults But I can't hide them  [Verse 2] I still keep my baby teeth In a bedside table with my jewelry You still sleep in the bed with me My jewelry and my baby teeth  [Verse 3] I don't need another friend When most of them I can barely keep up with I'm perfectly able to hold my own hand But I still can't kiss my own neck  [Verse 4] I wanted to give you everything But I still stand in awe of superficial things I wanted to love you like my mother's mother's mothers did Civilian  [Outro] Civilian,en
ML885,MoodyLyrics,The Spy,The Doors,Rock,,,,,angry,negative,[Chorus] I'm a spy In the house of love I know the dream That you're dreamin' of I know the word That you long to hear I know your deepest secret fear  [Chorus] I'm a spy In the house of love I know the dream That you're dreamin' of I know the word That you long to hear I know your deepest secret fear  [Bridge] I know everything Everything you do Everywhere you go Everyone you know  [Chorus] I'm a spy In the house of love I know the dream That you're dreamin' of I know the word That you long to hear I know your deepest secret fear  [Post-Chorus] I know your deepest secret fear I know your deepest Secret Fear  [Outro] I'm a spy I can see you What you do And I know,en
ML886,MoodyLyrics,Cult,Slayer,Metal,,,,,angry,negative,"[Verse 1] Oppression is the holy law In God I distrust In time, His monuments will fall Like ashes to dust Is war and greed the master plan? The Bible's where it all began Its propaganda sells despair And spreads the virus everywhere  [Pre-Chorus] Religion is hate Religion is fear Religion is war Religion is rape Religion's obscene Religion's a whore  [Chorus 1] The pestilence is Jesus Christ There never was a sacrifice No man upon the crucifix Beware the cult of purity Infectious imbecility I've made my choice: Six-six-six  [Lead – Hanneman]  [Verse 2] Corruption breeds the pedophile Don't pray for the priest Confession finds the lonely child God preys on the weak You think your soul can still be saved I think you're fuckin' miles away Scream out loud, here's where you begin: ""Forgive me, Father, for I have sinned""  [Pre-Chorus] Religion is hate Religion is fear Religion is war Religion is rape Religion's obscene Religion's a whore  [Chorus 2] The target's fucking Jesus Christ I would've led the sacrifice And nailed him to the crucifix Beware the cult of purity Infectious imbecility I've made my choice: Six-six-six  [Bridge] Jesus is pain Jesus is gore Jesus is the blood That's spilled in war He's everything He's all things dead He's pulling on the trigger Pointed at your head  Through fear, you're sold into the fraud Revelation, revolution I see through your Christ illusion  [Lead – King]  [Verse 3] The war on terror just drags along My war with God is growing strong His propaganda sells despair And spreads the violence everywhere  [Pre-Chorus] Religion is hate Religion is fear Religion is war Religion is rape Religion's obscene Religion's a whore  [Chorus 3] There is no fuckin' Jesus Christ There never was a sacrifice No man upon the crucifix Beware the cult of purity Infectious imbecility I've made my choice: Six-six-six  [Lead – Hanneman]",en
ML887,MoodyLyrics,Self Medicate,Dirge Within,Metal,,,,,angry,negative,"I am diseased Can't take the pain I'd rather die than be alive Inside of the sobriety  Fuel the fire with the weed and the pills and the booze that will set me free Throw it away, throw it away This is my new reckoning Now here me scream  The suffering It burns like gasoline So I self medicate the pain To escape this world of shame Obscurity leads to severity So I self medicate the pain To escape this world I hate I self medicate  I am dizzy From suffocating on the lies you feed Deny deny your hope of sanity  Fuel the fire with the weed and the pills and the booze that will set me free Throw me away, blow me away, throw me away This is my new reckoning Now here me scream  The suffering It burns like gasoline So I self medicate the pain To escape this world of shame Obscurity leads to severity So I self medicate the pain To escape this world I hate I self medicate  Standing above myself and watching a part of me die I see it all just starting to fade away Though it's true I've always wondered How I would say goodbye to myself  So now I fall again And I can not pretend There is no resurrection So now I fall again Now hear me scream  I am diseased Can't take the pain I'd rather die than be alive Inside of the sobriety Fuel the fire with the weed and the pills and the booze that will set me free Throw it away, throw it away, throw it away  The suffering It burns like gasoline So I self medicate the pain To escape this world of shame Obscurity leads to severity So I self medicate the pain To escape this world I hate I self medicate",en
ML888,MoodyLyrics,Ex's And Oh's,Atreyu,Metal,,,,,sad,negative,"[Verse 1: Alex Varkatzas] You took me home I drank too much 'Cause of you my liver turned to dust Cold rust taste A cruel creeping cold pain Do you understand what I mean? When you feel your soul drop to the floor Like a hole Like an open bleeding sore Then you'll have bled like I bled And you'll have wept as I've wept  [Chorus: Brandon Saller] Suck me down, it's time to rock and roll Let's hit the bar, let's lose control One false move, you took me home One false move, you're all alone  [Verse 2: Alex Varkatzas] But it looks so good and it feels so nice I paid the price I'll cut you out just to hear you scream Get away from, get away from me And I can feel my heartbeat racing As I realize what I must do Get away from Get away from Get away from you  [Bridge: Brandon Saller & Alex Varkatzas] I should have turned and ran like hell Last time I got the taste of you I should have turned and ran like hell And I'll see we're through I should have turned and ran like hell Last time I got the taste of you I should have turned and ran like hell And I'll see we're through And I'll see we're through  [Guitar Solo]  [Interlude: Brandon Saller with Alex Varkatzas] You fell upon me like a plague Weakness, sweet weakness But I digress after all this You're just like all the rest  [Chorus: Brandon Saller] Suck me down, it's time to rock and roll Let's hit the bar, let's lose control One false move, you took me home One false move, you're all alone",en
ML889,MoodyLyrics,When You Love ,Donnie McClurkin,,,,,,happy,positive,"(I wanna take the time to tell you, oh my)  Life is lovely, oh so lovely Live is lovely when you love It?s exciting, and inviting Life is lovely when you love Love is patient, Love is kind, and Love is the key to life?s peace of mind Oh, It's exciting when you love When you love  Be inspired, so inspired Be inspired when you love Be inspired, hold on tighter Be inspired when you love Write them a poem, or sing them a song Draw them painting, walk arm-in-arm Be inspired when you love When you love  Be romantic, so romantic Be romantic when you love Be romantic, so romantic Be romantic when you love Draw in the sand, or write in the sky Tell them you?ll love them till the day that you die  So, be romantic when you love Oh yeah, oh yeah  Be committed, so committed Be committed when you love Be committed and stick with it Be committed when you love Go get a preacher, go get a singer Go put a diamond ring on her finger Be committed when you love Love, Love, Love  Let them find out, let them find out Let them find out when you love Let them find out, take the time out And let them find out when you love ?Cuz if you love them, why don?t you tell them? Give them flowers while they can smell them And let them find out, let them find out Take the time out, take the time out Let them find out, let them find out  When you love, love, love? When you love, love, love",en
ML890,MoodyLyrics,You Bring Me Joy,Anita Baker,Jazz,,,,,happy,positive,"[Verse 1] You bring me joy When I'm down Oh so much joy When I lose my way, your love comes smilin' on me I saw your face and then I knew We would be friends I was so afraid but your eyes, they'd say, ""Come to me"" So I'd say to you ""Can we talk for a while?"" You'd say ""It's alright"" When you love me, I smile I feel your heart and you feel mine You bring me joy  [Verse 2] You bring me joy Don't go too far away If I can't see your face, I will remember your smile But can this be right Oh, and should we be friends I get lonely sometimes And I'm mixed up again 'Cause you're the finest thing I've seen in all my life You bring me joy  [Refrain] (My joy) My joy  [Saxophone Solo]  [Bridge] I believe this is gonna be what you want it to be I just love you, I just, I love you, why can't you see That you're the finest thing I've seen in all my life You bring me joy  [Outro] (My joy) You are, you're my joy (My joy) My... (You bring me joy) my joy I, thank you, baby, thank you, baby (You bring me joy) I just love you, baby I just love you, baby I, I just love you When I lose my way, your love comes smilin' on me",en
ML891,MoodyLyrics,Good Love,Anita Baker,Jazz,,,,,happy,positive,"[Verse 1] On many days it goes unspoken But this desire never seems to go away It's gonna take much more than hope to bring you close I think I'll pray  I hear you say you've got got a lot to give up And there is so much more this heart of mine can take If what you have to bring to me is positive You send it right away Right away  [Chorus] I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time I want to know what good love feels like Good love, good love (I wanna know) Morning, noon and night, forever all my life Good love, good love Good love, good love  [Verse 2] There is a void that stands between us And it seems it's getting harder to relate Never in my wildest dreams did I imagine Life this way  [Chorus] I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time I want to know what good love feels like Good love, good love (Show me) Morning, noon and night, forever all my life  I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time I want to know what good love feels like Good love, good love Hear me when I say, bring it to me baby  [Bridge] If you're the man I hear you say you are I don't quite understand why loving me is so hard Never have I felt the need to be this close Words cannot say, heaven only knows  [Chorus] I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time (stand by me) I want to know what good love feels like Good love, good love Morning, noon and night, forever all my life  I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time I want to know what good love feels like Good love, good love Morning, noon and night, forever all my life  I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time (somebody stand by me) I want to know what good love feels like Good love, good love (show me) Morning, noon and night, forever all my life  I want to know what good love feels like Good love, good love I want a love that's sure to stand the test of time I want to know what good love feels like Good love, good love Morning, noon and night, forever all my life",en
ML892,MoodyLyrics,Love Song,Adele,,,,,,happy,positive,"[Verse 1] Whenever I'm alone with you You make me feel like I am home again Whenever I'm alone with you You make me feel like I am whole again  [Verse 2] Whenever I'm alone with you You make me feel like I am young again Whenever I'm alone with you You make me feel like I am fun again  [Chorus] However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I will always love you  [Verse 3] Whenever I'm alone with you You make me feel like I am free again Whenever I'm alone with you You make me feel like I am clean again  [Chorus] However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I will always love you However far away, I will always love you However long I stay, I will always love you Whatever words I say, I will always love you I'll always love you  [Outro] I'll always love you 'Cause I love you Love, love",en
ML893,MoodyLyrics,Sick,Adelitas Way,,,,,,sad,negative,"[Verse 1] I'm so sick of me, being sick of you And the way you look, all the things you do You drive me crazy, drive me crazy Sick of being broke, can't pay for shit I'm about to snap, I can't handle it I'm going crazy, going crazy (going crazy)  [Chorus] If you're sick like me There's no stopping now Gotta break it up And just let it out If I was sick like you I would feed the fire I would light it up And watch it all come down  [Verse 2] I'm so sick of my life It's the same old shit Try to make it bend But it never gives Look what you made me What you made me I hate my boss He's a little bitch If he keeps it up I'll make him quit Or I'll go crazy I'm going crazy  [Chorus] If you're sick like me There's no stopping now Gotta break it up And just let it out If I was sick like you I would feed the fire I would light it up And watch it all come down And watch it all come down  [Post-Chorus] I'm so sick of me, being sick of you And the way you look, all the things you do You drive me crazy, drive me crazy Yeah!  [Chorus] If you're sick like me There's no stopping now Gotta break it up And just let it out If I was sick like you I would feed the fire I would light it up And watch it all come down  [Outro] (If you're sick like me There's no stopping now) There's no stopping now (And atch it all come down) (If you're sick like me) If you're sick like me",en
ML894,MoodyLyrics,War,Sick Puppies,Metal,,,,,angry,negative,"Let's do this!  Fake and fall, stop and stall Take it all back, cause I'm taking mine I'm taking mine Time is up, out of luck Should'a stood up when you had the time Cause you're out of time Let's do this! Fight, fight Lock and load, rock and roll Bitch, it's all over, you're going down (you're going down)  Get ready to settle the score And get ready to face the floor Cause it's time to remember it This is war and it's on tonight So get up and fight (get up and fight) You've had all your life to run and hide Now step up! Now step up!  Let's do this  Second round, going down How about a little reaction, man? You can barely stand Bitch slap, slow attack Man, that was practically suicide Next in line Let's go! Fight! Fight! Fight! Fight! Fight! Fight! Fight! Fight!  Get ready to settle the score And get ready to face the floor Cause it's time to remember it This is war and it's on tonight So get up and fight (get up and fight) You've had all your life to run and hide Now step up! Now step up!  Let's do this  Cause we're all about ready to break You're all about ready to break You're all about ready to break You're all about ready to break This is war and it never ends So get up, get up, get up GET UP!  You've had all your life to run and hide Now step up (now step up) This is war! (and it never ends) This is war! (and it never ends) This is war!  Let's do this! Let's do this! (Fight! Fight! Fight! Fight! Fight! Fight! Fight!) Let's do this!",en
ML897,MoodyLyrics,Wicked World,Cold,Rock,,,,,angry,negative,"[Verse 1] There’s blood on the gun That's in your hand And the murder in front of you Send out the wolves The King is dead Little pills taking over  [Pre-Chorus] This means war Did the sun just burn out? Leaving you all alone?  [Chorus] Living in a wicked world! (Wicked world!) We're living in a wicked world! (Wicked world!) There’s no way you will escape No one ever gets away  [Verse 2] Love was the fuel That drove your sin When the Majesty followed you The witches dance The night begins And the heart's taking over The Royalty won’t wash away It's his scent that's inside of you Off with her head The Queen, she screams (Off with her head!) Little pills taking over  [Pre-Chorus] This means war Did the sun just burn out? Leaving you all alone?  [Chorus] Living in a wicked world! (Wicked world!) We're living in a wicked world! (Wicked world!) There’s no way you will escape No one ever gets away  [Outro] Living in a wicked world! We're living in a wicked world It's a wicked world! (Wicked world!) Will someone save me, save me? (Living in a wicked world!) Somebody save me (Living in a wicked world!) Somebody save me (Living in a wicked world!)",en
ML899,MoodyLyrics,Firefight,Blackguard,Metal,,,,,angry,negative,"Oh, how is it we are cursed and reduced to this pandemonium? Screams of the beings through the ash that I can see Now do I beg the question, question the aggression Of the suffering to be? Why the single spark that made the flame that set this blaze  A blaze a blaze to quell our light and ignite the sky  The flames that hold us Are the same that hold the night This was meant to choke the light 'Cause this is a fire, this is a firefight  No remorse or regret Ravenous contempt for the lives now spent Now kiss the blaze and cry This is a fire, this is a firefight  The flames that hold us Are the same that hold the night This was meant to choke the light 'Cause this is a fire, this is a firefight  No remorse or regret Ravenous contempt for the lives now spent Now kiss the blaze and cry This is a fire, this is a firefight  The plume of black ash so gently caresses the sky To the world I knew I say goodbye there are no more questions now The lashes of flickering pain incandescent luminescent As the brightest day, I feel my spirit slipping away  The flames that hold us Are the same that hold the night  This was meant to choke the light 'Cause this is a fire this is a firefight No remorse or regret  Ravenous contempt for the lives now spent Now kiss the blaze and cry This is a fire, this is a firefight  No mercy shown or debt was owed for what I cannot dream The reason for this wrath bestowed by flame beyond the sea Tonight I've heard the cry and swear by all I've seen That vengeance will one day be mine satisfaction will I breathe  Have you seen your who world build from ash to ashes return  The flames that hold us Are the same that hold the night This was meant to choke the light 'Cause this is a fire this is a firefight  No remorse or regret Ravenous contempt for the lives now spent Now kiss the blaze and cry This is a fire, this is a firefight  The flames that hold us Are the same that hold the night This was meant to choke the light 'Cause this is a fire this is a firefight  No remorse or regret Ravenous contempt for the lives now spent Now kiss the blaze and cry This is a fire, this is a firefight",en
ML900,MoodyLyrics,E.T. ,Katy Perry,,,,,,angry,negative,"[Verse 1] You're so hypnotizing Could you be the devil? Could you be an angel? Your touch, magnetizing Feels like I am floating, leaves my body glowing They say, ""Be afraid"" You're not like the others, futuristic lover Different DNA They don't understand you  [Pre-Chorus] You're from a whole 'nother world A different dimension You open my eyes And I'm ready to go, lead me into the light  [Chorus] Kiss me, ki-ki-kiss me Infect me with your lovin', fill me with your poison Take me, ta-ta-take me Wanna be your victim, ready for abduction Boy, you're an alien Your touch, so foreign It's supernatural Extraterrestrial  [Verse 2] You're so supersonic Wanna feel your powers, stun me with your lasers Your kiss is cosmic Every move is magic  [Pre-Chorus] You're from a whole 'nother world A different dimension You open my eyes And I'm ready to go, lead me into the light  [Chorus] Kiss me, ki-ki-kiss me Infect me with your lovin', fill me with your poison Take me, ta-ta-take me Wanna be your victim, ready for abduction Boy, you're an alien Your touch, so foreign It's supernatural Extraterrestrial  [Bridge] This is transcendental On another level Boy, you're my lucky star I wanna walk on your wavelength And be there when you vibrate For you, I'll risk it all All  [Chorus] Kiss me, ki-ki-kiss me Infect me with your lovin', fill me with your poison Take me, ta-ta-take me Wanna be your victim, ready for abduction Boy, you're an alien Your touch, so foreign It's supernatural Extraterrestrial  [Outro] Extraterrestrial Extraterrestrial Boy, you're an alien Your touch, so foreign It's supernatural Extraterrestrial",en
ML901,MoodyLyrics,You're A Big Girl Now,The Stylistics,Jazz,,,,,relaxed,positive,"[Chorus Intro] You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho) You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho)  [Verse 1] No more pigtails in your hair No more silly looks with a childish glare No more doll for you to play No more dumbness in the things you say  [Chorus] You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho) You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho)  [Verse 2] You can love, girl, if you must You can kiss, girl, if you must What you’ll see day by day All the realness in your way  [Chorus] And you’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho) You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho)  [Interlude] Baby, I love you Baby, I love you Yes, I do Oh, yes, I do now In all my life In all my life You’re my dream come true You’re my dream come true You’re a big girl now You’re a big girl now Yes, you are You’re my happiness Shining star  [Chorus Outro] You’re a big girl now No more daddy’s little girl (Oh, ho, ho, ho) You’re a big girl now",en
ML902,MoodyLyrics,Collide ,Kid Rock,,,,,,angry,negative,"[Intro: Kid Rock] You're no angel, I'm no saint, if we were We wouldn't be in this place tonight  [Verse 1: Kid Rock, Kid Rock & Sheryl Crow] Lost and lonely, scared and confused We both have a past, nothing to lose, tonight Well, it cuts like a knife, these bad luck blues We both got scars from the hell we been through, oh Somebody's gotta win, somebody's gotta lose  [Chorus: Kid Rock, Kid Rock & Sheryl Crow] So let's roll the dice, one more time Take a chance on love again tonight Risk it all, lay it on the line Let the skeletons fight for life Tonight, we'll hold on tight, as we collide  [Verse 2: Sheryl Crow, Sheryl Crow & Kid Rock, Kid Rock] Reconnected, feeling no pain Seeking shelter like a spark in the rain, tonight (Ooh yeah) Worn and weathered, scared to go home We're here together, but still all alone, tonight, oh (Oh-oh, yeah) And there's no need to lie, we've both been abused The love and the pain, the cocaine and booze now Most people don't, but some people do  [Chorus: Kid Rock, Kid Rock & Sheryl Crow] So let's roll the dice, one more time Take a chance on love again tonight Risk it all, lay it on the line Let the skeletons fight for life Tonight, we'll hold on tight, as we collide As we collide  [Outro: Sheryl Crow, Kid Rock, Sheryl Crow & Kid Rock] Oh So let's roll the dice, one more time Take a chance on love again tonight Risk it all, lay it on the line Let the skeletons fight for life Tonight, we'll hold on tight, as we collide As we collide, oh, as we collide As we collide, we collide As we collide, as we collide As we collide Ooh,  as we collide As we collide, as we collide As we collide As we collide Mhm",en
ML903,MoodyLyrics,My Boy Lollipop,Millie Small,,,,,,happy,positive,"[Verse 1] My boy Lollipop You make my heart go giddyup You are as sweet as candy You're my sugar dandy  [Verse 2] Whoa oh, my boy Lollipop Never ever leave me Because it would grieve me My heart told me so  [Bridge] I love you, I love you, I love you so But I don't want you to know I need you, I need you, I need you so And I'll never let you go  [Verse 3] My boy Lollipop You make my heart go giddyup You set the world on fire You are my one desire Whoa, my Lollipop  [Harmonica solo]  [Bridge] I love you, I love you, I love you so But I don't want you to know I need you, I need you, I need you so And I'll never let you go  [Verse 3] My boy Lollipop You make my heart go giddyup You set the world on fire You are my one desire Whoa, my Lollipop Whoa, my Lollipop My boy Lollipop My boy Lollipop My boy Lollipop My boy Lollipop",en
ML904,MoodyLyrics,We Love You,The Rolling Stones,Rock,,,,,happy,positive,"[Intro] We don't care if you only love we We don't care if you only love we  [Verse 1] We love you We love you And we hope that you will love we too  [Verse 2] We love they We love they And we want you to love they too  [Bridge] We don't care if you hound we And love the dogs around we Love can't get our minds off We love you (We love you) You will never win we Your uniforms don't fit we We forget the place we're in 'Cause we love you (We love you) Of course we do  [Verse 3] I love you I love you And I hope that you are grooving, too  [Outro] We love you (We do) We love you (We do)",en
ML905,MoodyLyrics,War,Bob Marley & The Wailers,Pop,,,,,angry,negative,"[Verse 1] Until the philosophy which hold one race Superior and another Inferior Is finally And permanently Discredited And abandoned Everywhere is war Me say war  [Verse 2] That until there are no longer First-class and second-class citizens of any nation Until the colour of a man's skin Is of no more significance than the colour of his eyes Me say war  [Verse 3] That until the basic human rights Are equally guaranteed to all Without regard to race Dis a war  [Verse 4] That until that day The dream of lasting peace World citizenship Rule of international morality Will remain in but a fleeting illusion to be pursued But never attained Now everywhere is war War  [Verse 5] And until the ignoble and unhappy regime That hold our brothers in Angola In Mozambique South Africa Sub-human bondage Have been toppled Utterly destroyed Well, everywhere is war Me say war  [Chorus] War in the east War in the west War up north War down south  [Verse 6] War, war Rumors of war And until that day The African continent Will not know peace We Africans will fight, we find it necessary And we know we shall win As we are confident In the victory Of good over evil  [Outro] Good over evil, yeah! Good over evil Good over evil, yeah! Good over evil Good over evil, yeah!",en
ML906,MoodyLyrics,Only Love Can Break A Heart,Gene Pitney,Rock,,,,,happy,positive,"Only love can break a heart Only love can mend it again  Last night I hurt you But darlin', remember this Only love can break a heart Only love can mend it again, mmm  You know I'm sorry I'll prove it with just one kiss Only love can break a heart Only love can mend it again  Give me a chance to Make up for the harm I've done Try to forgive me And let's keep the two of us one  Please let me hold you And love you for always and always Only love can break a heart Only love can mend it again  Only love can break a heart Only love can mend it again",en
ML907,MoodyLyrics,What Kind Of Man,John Hiatt,Rock,,,,,relaxed,positive,"I cheated on my love I cheated on my taxes Burned bridges, ground axes  I stole cars, I stole dope Left scars, killed hope  What kind of man do you think I am, babe? One twist and I'd do it all again, babe What kind of man got these holes in his mind? Do the same thing over and over again Expecting something different this time What kind of man do you think I am?  I'm livin' in your house I'm holdin' your hand Sleepin' in your bed Cookin' in your pan  You see the man who loves you You see the man you love But I have hidden claws Inside these gloves  What kind of man do you think I am? One twist and I'd do it all again What kind of man got these holes in his mind? Do the same thing over and over again Expecting it'd be different this time What kind of man do you think I am? Give it  Come clean and stand tall To thee thine own self be true But sometimes I don't know Who's foolin' who  It's not place to question Not my place to know Now tell me What kind of man gonna run this kind of show?  What kind of man do you think I am, babe? Another thing comin' if you think I can, babe? Pick you up every chance I get Well, I've broken your heart for no other reason Than my mind was already set Oh, what kind of man? What kind of man do you think I am?  What? What? What? What kind of man do you think I am? Oh, what kind of man? What kind of man do you think I am? What kind of man do you think I am?",en
ML908,MoodyLyrics,This Charming Life,Joan Armatrading,,,,,,happy,positive,I wanna be with you all the time Every day Every night You're my deja vu  It's sounds obsessive But I think it's fine When you're gone all I do is to think of you  I live and love with you This charming life  I live and love with you This charming life  You know you came into the room alone But when you left Then I found that you took my heart It sounds so corny yes I know it does But truth is the shade that I choose to wear  I live and love with you This charming life  I live and love with you  This charming life  Every government must pass down a law That says the sun has to always shine That everybody gets the chance to say  I live and love with you This charming life  I live and love with you This charming life  Every morning when I open my eyes You're the first thing that I see Lady luck she really took to me  Because I live and love with you This charming life  I live and love with you This charming life,en
